driver_number,broadcast_name,country_code_x,year,session_name,date_start,time_start,date_end,time_end,gmt_offset,starting_position,wins_before,pit_stops_count,avg_pit_stop_duration,qualifying_position_y,num_stints,used_soft,used_medium,used_hard,num_red_flags,num_safety_car_deployed,num_yellow_flags,num_double_yellow_flags,penalty_seconds,air_temp_mean,track_temp_mean,humidity_mean,pressure_mean,is_rainfall,wind_speed_mean,final_position
87,O BEARMAN,,2025,Race,2025-07-27,13:00:00,2025-07-27,15:00:00,02:00:00,12,0,1,24.1,20,3,0,1,0,1,0,5,22,0,17.03,24.09,84.44,965.05,1,1.45,11
87,O BEARMAN,,2025,Race,2025-07-27,13:00:00,2025-07-27,15:00:00,02:00:00,12,0,1,24.1,20,3,0,1,0,1,0,5,22,0,17.03,24.09,84.44,965.05,1,1.45,11
1,M VERSTAPPEN,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,1,40,2,28.85,3,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,5
4,L NORRIS,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,3,9,2,29.4,4,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,1
5,G BORTOLETO,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,16,0,0,0.0,16,1,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,18
6,I HADJAR,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,12,0,1,28.5,9,2,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,17
10,P GASLY,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,8,0,2,28.65,20,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,6
12,K ANTONELLI,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,10,0,3,29.03333333333333,14,4,0,0,1,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,16
14,F ALONSO,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,7,0,2,28.6,17,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,9
16,C LECLERC,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,6,4,2,28.9,1,3,1,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,14
18,L STROLL,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,17,0,3,28.8,19,4,1,0,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,7
22,Y TSUNODA,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,11,0,2,34.3,5,3,0,1,0,0,4,32,12,10,17.92,23.58,78.37,988.78,1,1.48,15
23,A ALBON,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,13,0,2,29.2,7,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,8
27,N HULKENBERG,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,19,0,2,29.8,15,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,3
30,L LAWSON,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,15,0,0,0.0,10,1,0,0,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,19
31,E OCON,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,14,0,2,29.05,13,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,13
43,F COLAPINTO,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,20,0,0,0.0,18,1,0,0,1,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,20
44,L HAMILTON,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,5,1,2,29.0,11,3,1,0,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,4
55,C SAINZ,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,9,3,2,29.05,12,3,0,1,0,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,12
63,G RUSSELL,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,4,5,2,28.4,8,3,0,0,1,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,10
81,O PIASTRI,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,2,12,2,34.8,2,3,0,1,0,0,4,32,12,20,17.92,23.58,78.37,988.78,1,1.48,2
87,O BEARMAN,,2025,Race,2025-07-06,14:00:00,2025-07-06,16:00:00,01:00:00,18,0,2,29.1,6,3,0,1,1,0,4,32,12,0,17.92,23.58,78.37,988.78,1,1.48,11
1,M VERSTAPPEN,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,7,38,0,0.0,3,1,0,1,0,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,18
4,L NORRIS,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,1,7,2,21.75,1,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,1
5,G BORTOLETO,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,8,0,2,21.4,10,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,8
6,I HADJAR,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,13,0,2,21.4,20,3,1,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,12
10,P GASLY,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,10,0,2,22.0,17,3,1,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,13
12,K ANTONELLI,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,9,0,0,0.0,7,1,0,1,0,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,19
14,F ALONSO,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,11,0,1,21.8,12,2,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,7
16,C LECLERC,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,2,4,2,21.4,4,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,3
18,L STROLL,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,16,0,2,22.3,8,3,1,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,14
22,Y TSUNODA,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,18,0,3,28.0,9,4,1,1,1,0,1,8,2,20,30.35,49.17,31.98,943.34,0,1.62,16
23,A ALBON,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,12,0,1,21.2,14,2,0,1,0,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,17
27,N HULKENBERG,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,20,0,2,21.1,13,3,1,1,0,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,9
30,L LAWSON,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,6,0,1,21.4,11,2,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,6
31,E OCON,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,17,0,2,22.65,18,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,10
43,F COLAPINTO,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,14,0,2,22.0,19,3,1,1,1,0,1,8,2,5,30.35,49.17,31.98,943.34,0,1.62,15
44,L HAMILTON,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,4,1,2,21.15,5,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,4
55,C SAINZ,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,19,3,0,0.0,15,1,0,1,0,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,20
63,G RUSSELL,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,5,5,2,21.55,6,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,5
81,O PIASTRI,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,3,9,2,21.75,2,3,0,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,2
87,O BEARMAN,,2025,Race,2025-06-29,13:00:00,2025-06-29,15:00:00,02:00:00,15,0,2,21.8,16,3,1,1,1,0,1,8,2,0,30.35,49.17,31.98,943.34,0,1.62,11
1,M VERSTAPPEN,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,2,38,5,20.48,5,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,2
4,L NORRIS,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,7,7,2,23.3,1,3,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,18
5,G BORTOLETO,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,15,0,4,19.575,19,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,14
6,I HADJAR,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,12,0,4,21.025,11,5,1,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,16
10,P GASLY,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,20,0,4,19.625,12,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,15
12,K ANTONELLI,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,4,0,5,20.4,7,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,3
14,F ALONSO,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,6,0,6,20.016666666666666,6,7,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,7
16,C LECLERC,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,8,4,5,20.36,2,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,5
18,L STROLL,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,17,0,5,23.7,14,6,1,1,1,0,1,4,2,20,24.04,49.25,27.98,1018.93,1,1.04,17
22,Y TSUNODA,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,18,0,4,19.925,20,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,12
23,A ALBON,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,9,0,1,23.8,10,2,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,20
27,N HULKENBERG,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,11,0,5,19.28,18,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,8
30,L LAWSON,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,19,0,1,23.2,13,2,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,19
31,E OCON,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,14,0,4,19.75,16,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,9
43,F COLAPINTO,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,10,0,4,19.75,17,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,13
44,L HAMILTON,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,5,1,5,20.3,4,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,6
55,C SAINZ,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,16,3,4,19.4,9,5,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,10
63,G RUSSELL,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,1,4,5,20.64,3,6,0,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,1
81,O PIASTRI,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,3,9,5,21.8,8,6,1,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,4
87,O BEARMAN,,2025,Race,2025-06-15,18:00:00,2025-06-15,20:00:00,-04:00:00,13,0,4,21.95,15,5,1,1,1,0,1,4,2,0,24.04,49.25,27.98,1018.93,1,1.04,11
1,M VERSTAPPEN,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,3,38,4,21.9,5,5,1,1,1,0,1,1,2,10,29.12,48.54,54.63,1002.77,0,1.63,10
4,L NORRIS,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,2,7,3,22.566666666666663,2,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,2
5,G BORTOLETO,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,12,0,2,22.45,11,3,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,12
6,I HADJAR,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,9,0,3,21.83333333333333,6,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,7
10,P GASLY,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,8,0,3,22.33333333333333,16,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,8
12,K ANTONELLI,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,6,0,2,22.8,7,3,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,18
14,F ALONSO,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,10,0,3,22.366666666666664,8,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,9
16,C LECLERC,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,7,4,3,21.96666666666667,3,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,3
22,Y TSUNODA,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,19,0,4,21.95,14,5,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,13
23,A ALBON,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,11,0,2,34.2,19,3,1,0,0,0,1,1,2,20,29.12,48.54,54.63,1002.77,0,1.63,19
27,N HULKENBERG,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,15,0,3,21.96666666666667,12,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,5
30,L LAWSON,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,13,0,2,22.05,10,3,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,11
31,E OCON,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,16,0,2,22.45,18,3,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,16
43,F COLAPINTO,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,18,0,3,22.1,17,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,15
44,L HAMILTON,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,5,1,3,23.03333333333333,9,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,6
55,C SAINZ,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,17,3,3,24.9,13,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,14
63,G RUSSELL,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,4,4,3,22.166666666666668,4,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,4
81,O PIASTRI,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,1,8,3,22.1,1,4,1,1,0,0,1,1,2,0,29.12,48.54,54.63,1002.77,0,1.63,1
87,O BEARMAN,,2025,Race,2025-06-01,13:00:00,2025-06-01,15:00:00,02:00:00,14,0,3,22.3,20,4,1,1,0,0,1,1,2,10,29.12,48.54,54.63,1002.77,0,1.63,17
1,M VERSTAPPEN,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,4,38,2,24.0,2,3,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,4
4,L NORRIS,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,1,6,2,24.1,3,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,1
5,G BORTOLETO,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,16,0,3,28.6,19,4,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,14
6,I HADJAR,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,5,0,2,24.15,17,3,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,6
10,P GASLY,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,17,0,1,24.3,14,2,0,1,0,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,20
12,K ANTONELLI,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,15,0,2,24.6,10,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,18
14,F ALONSO,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,6,0,1,25.3,12,2,0,0,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,19
16,C LECLERC,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,2,4,2,23.55,1,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,2
18,L STROLL,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,19,0,2,24.9,15,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,15
22,Y TSUNODA,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,12,0,2,24.25,9,3,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,17
23,A ALBON,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,10,0,2,24.0,6,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,9
27,N HULKENBERG,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,13,0,2,24.15,13,3,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,16
30,L LAWSON,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,9,0,2,24.25,7,3,1,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,8
31,E OCON,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,8,0,2,25.1,18,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,7
43,F COLAPINTO,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,18,0,2,24.35,20,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,13
44,L HAMILTON,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,7,1,2,23.85,5,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,5
55,C SAINZ,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,11,3,2,24.2,8,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,10
63,G RUSSELL,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,14,4,3,22.8,11,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,11
81,O PIASTRI,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,3,8,2,24.8,4,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,3
87,O BEARMAN,,2025,Race,2025-05-25,13:00:00,2025-05-25,15:00:00,02:00:00,20,0,2,37.3,16,3,0,1,1,0,1,2,4,0,22.21,43.32,52.52,1016.78,0,0.98,12
1,M VERSTAPPEN,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,2,37,2,29.75,3,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,1
4,L NORRIS,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,4,6,2,30.55,1,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,2
5,G BORTOLETO,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,14,0,3,30.46666666666667,16,4,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,18
6,I HADJAR,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,9,0,2,30.05,7,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,9
10,P GASLY,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,10,0,2,31.7,15,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,13
12,K ANTONELLI,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,13,0,1,30.0,4,2,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,19
14,F ALONSO,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,5,0,2,30.450000000000003,11,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,11
16,C LECLERC,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,11,4,2,30.700000000000003,5,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,6
18,L STROLL,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,8,0,2,32.8,13,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,15
22,Y TSUNODA,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,20,0,1,29.8,17,2,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,10
23,A ALBON,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,7,0,2,30.05,9,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,5
27,N HULKENBERG,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,17,0,1,30.1,19,2,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,12
30,L LAWSON,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,15,0,2,29.9,14,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,14
31,E OCON,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,18,0,1,30.5,20,2,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,20
43,F COLAPINTO,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,16,0,2,30.700000000000003,18,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,16
44,L HAMILTON,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,12,1,2,29.9,10,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,4
55,C SAINZ,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,6,3,2,30.3,6,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,8
63,G RUSSELL,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,3,4,2,30.2,8,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,7
81,O PIASTRI,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,1,8,2,30.75,2,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,3
87,O BEARMAN,,2025,Race,2025-05-18,13:00:00,2025-05-18,15:00:00,02:00:00,19,0,2,44.05,12,3,0,1,1,0,2,3,3,0,23.96,42.66,38.31,1009.8,0,3.25,17
1,M VERSTAPPEN,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,4,36,0,0.0,16,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,4
1,M VERSTAPPEN,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,4,36,0,0.0,16,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,4
4,L NORRIS,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,3,6,0,0.0,1,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,2
4,L NORRIS,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,3,6,0,0.0,1,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,2
5,G BORTOLETO,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,19,0,0,0.0,19,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,17
5,G BORTOLETO,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,19,0,0,0.0,19,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,17
6,I HADJAR,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,7,0,0,0.0,17,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,14
6,I HADJAR,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,7,0,0,0.0,17,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,14
7,J DOOHAN,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,18,0,0,0.0,20,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,16
7,J DOOHAN,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,18,0,0,0.0,20,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,16
10,P GASLY,,2025,Sprint,2025-03-22,03:00:00,2025-03-22,04:00:00,08:00:00,16,0,0,0.0,14,1,0,1,0,0,0,0,2,0,22.9,35.66,25.43,1018.64,0,1.76,11
